name,checkinTime,checkoutTime,amenityFeature,address_Locality,street_Address,latitude,longitude,Otello_starRating,Otello_ratingValue,Otello_ratingCount,Otello_bestRating,Otello_worstRating
Сафмар Грандъ,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Широкий лифт', 'Английский']",Москва,"Тверская улица, 26/1",55.768372,37.59973,5,4.4,1427,5,1
Luciano Hotel&SPA Sochi,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Пляж', 'Можно с животными', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Фен', 'Халат', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Круглосуточная стойка регистрации', 'Гараж', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Широкий лифт', 'Английский']",Сочи,"Курортный проспект, 86",43.566943,39.74889,5,4.3,58,5,1
Grand Autograph Hotel Novosibirsk,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Тренажёрный зал', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Английский']",Новосибирск,"улица Орджоникидзе, 31",55.031508,82.923332,5,4.4,1258,5,1
Сочи Марриотт Красная Поляна,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Пляж', 'Можно с животными', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Комната для снаряжения', 'Круглосуточная стойка регистрации', 'Гараж', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Английский']",с. Эстосадок,"набережная Времена Года, 1",43.683765,40.256921,5,4.7,820,5,1
Павелецкая аэро,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Завтрак', 'Кафе, ресторан', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Прачечная', 'Хранение багажа', 'Английский']",Москва,"Кожевническая улица, 3 ст1",55.730498,37.642829,3,4.6,645,5,1
Националь,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн для взрослых', 'Крытый бассейн', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский']",Москва,"улица Моховая, 15/1 ст1",55.756693,37.614244,5,4.4,355,5,1
 IQ Aparts,14:00:00,12:00:00,"['Wi-Fi', 'Кондиционер в номерах', 'Можно с животными', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Звукоизоляция', 'Фен', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Сейф', 'Хранение багажа', 'Конференц-зал', 'Широкий лифт']",Новосибирск,"улица Кирова, 113/2",55.013448,82.95482,4,4.1,68,5,1
Marins Park Hotel Нижний Новгород,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Тапочки', 'SPA', 'Сауна', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал']",Нижний Новгород,"улица Советская, 12",56.325483,43.958428,4,4.0,2658,5,1
Minger Med Spa,14:00:00,12:00:00,"['Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки']",с. Мингер,"улица Шауката Биктимерова, 12",56.008861,50.322553,5,4.4,35,5,1
Грейс Эль Параисо,15:00:00,12:00:00,"['Wi-Fi', 'Бассейн', 'Трансфер (платный)', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Сауна', 'Бассейн с подогревом', 'Открытый бассейн', 'Круглосуточная стойка регистрации', 'Сейф', 'Конференц-зал']",Адлер м-н,"улица Просвещения, 70",43.426027,39.915219,4,4.8,12,5,1
Панорама by Mercure Красная Поляна,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Можно с животными', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Мини-бар', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'SPA', 'Сауна', 'Бассейн с подогревом', 'Бассейн для взрослых', 'Крытый бассейн', 'Бассейн (можно с детьми)', 'Детский уголок', 'Комната для снаряжения', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Пандус', 'Английский']",с. Эстосадок,"Февральская, 1",43.669241,40.261642,4,4.8,1294,5,1
Hyatt Regency Ekaterinburg,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Мини-бар', 'Сейф', 'Халат', 'Тапочки', 'SPA', 'Сауна', 'Бассейн для взрослых', 'Бассейн (можно с детьми)', 'Круглосуточная стойка регистрации', 'Гараж', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Английский']",Екатеринбург,"улица Бориса Ельцина, 8",56.84288,60.591798,5,4.3,560,5,1
Artstudio Moskovsky,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Можно с животными', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Холодильник', 'Чайник', 'Сейф', 'Фен', 'Утюг', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Подъёмник', 'Вызов персонала', 'Широкий лифт', 'Английский']",Санкт-Петербург,"Заозёрная, 3 к3",59.906593,30.322759,3,4.1,274,5,1
Country Hills Resort,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Завтрак', 'Кафе, ресторан', 'SPA', 'Сауна', 'Бассейн для взрослых', 'Открытый бассейн', 'Бассейн (можно с детьми)', 'Комната для снаряжения', 'Круглосуточная стойка регистрации', 'Сейф', 'Пандус']",с. Эстосадок,"Эстонская, 39а",43.685895,40.254565,4,4.8,152,5,1
Malakhovka Palace,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Бассейн', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Сауна', 'Бассейн для взрослых', 'Крытый бассейн', 'Круглосуточная стойка регистрации', 'Сейф', 'Хранение багажа', 'Банкетный зал']",рп. Малаховка,"улица Красковский обрыв, 7 ст1",55.646717,37.978269,5,4.6,16,5,1
Марриотт Империал Плаза,15:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Тренажёрный зал', 'Трансфер (платный)', 'Завтрак', 'Кафе, ресторан', 'Телевизор', 'Чайник', 'Сейф', 'Фен', 'Халат', 'Утюг', 'Тапочки', 'Круглосуточная стойка регистрации', 'Прачечная', 'Сейф', 'Хранение багажа', 'Банкетный зал', 'Конференц-зал', 'Вызов персонала', 'Английский']",Москва,"Краснопрудная улица, вл12 ст1",55.776816,37.661137,5,4.3,150,5,1
Сердце города ,14:00:00,12:00:00,"['Wi-Fi', 'Парковка', 'Кондиционер в номерах', 'Можно с животными', 'Завтрак', 'Кафе, ресторан', 'Круглосуточная стойка регистрации', 'Сейф', 'Хранение багажа']",Краснодар,"Плановый проезд, 2/1",45.034014,39.016374,4,4.8,18,5,1
